block,street_name,month,town,flat_type,storey_range,floor_area_sqm,flat_model,lease_commence_date,remaining_lease,resale_price,address,lat_long,distance
403C,FERNVALE LANE,2020-12,SENGKANG,4 ROOM,19 TO 21,93.0,Premium Apartment,2004,82 years 05 months,445000.0,403C FERNVALE LANE,"1.3883869500000001, 103.87298624045982",0.9477669
403C,FERNVALE LANE,2020-12,SENGKANG,4 ROOM,16 TO 18,94.0,Premium Apartment,2004,82 years 06 months,407000.0,403C FERNVALE LANE,"1.3883869500000001, 103.87298624045982",0.9477669
416B,FERNVALE LINK,2020-12,SENGKANG,4 ROOM,16 TO 18,93.0,Model A,2016,94 years 02 months,450000.0,416B FERNVALE LINK,"1.3905124, 103.880485274432",0.33822674
414B,FERNVALE LINK,2020-12,SENGKANG,4 ROOM,04 TO 06,93.0,Model A,2016,94 years 02 months,410000.0,414B FERNVALE LINK,"1.3900217499999998, 103.87980884999999",0.35022473
415B,FERNVALE LINK,2020-12,SENGKANG,4 ROOM,19 TO 21,93.0,Model A,2016,94 years 02 months,510000.0,415B FERNVALE LINK,"1.3888403999999999, 103.8801156376457",0.30770084
415A,FERNVALE LINK,2020-12,SENGKANG,4 ROOM,04 TO 06,93.0,Model A,2016,94 years 02 months,483000.0,415A FERNVALE LINK,"1.3889914, 103.87973030584415",0.3296397
416B,FERNVALE LINK,2020-12,SENGKANG,4 ROOM,19 TO 21,93.0,Model A,2016,94 years 02 months,445000.0,416B FERNVALE LINK,"1.3905124, 103.880485274432",0.33822674
440B,FERNVALE LINK,2020-12,SENGKANG,4 ROOM,22 TO 24,92.0,Model A,2015,93 years 08 months,468000.0,440B FERNVALE LINK,"1.39338965, 103.87819436651608",0.52282417
440C,FERNVALE LINK,2020-12,SENGKANG,4 ROOM,22 TO 24,92.0,Model A,2015,93 years 08 months,468000.0,440C FERNVALE LINK,"1.39259085, 103.8784299070545",0.4898466
416C,FERNVALE LINK,2020-12,SENGKANG,4 ROOM,04 TO 06,93.0,Model A,2016,94 years 02 months,431000.0,416C FERNVALE LINK,"1.38990545, 103.88038443791172",0.32518634
415C,FERNVALE LINK,2020-12,SENGKANG,4 ROOM,07 TO 09,93.0,Model A,2016,94 years 01 month,460000.0,415C FERNVALE LINK,"1.3893479000000002, 103.88036763695146",0.31136763
414A,FERNVALE LINK,2020-12,SENGKANG,4 ROOM,07 TO 09,93.0,Model A,2016,94 years 02 months,438000.0,414A FERNVALE LINK,"1.3895406000000001, 103.8797349845855",0.34233987
430A,FERNVALE LINK,2020-12,SENGKANG,4 ROOM,10 TO 12,92.0,Model A,2015,93 years 06 months,408000.0,430A FERNVALE LINK,"1.3938736999999999, 103.87852543728043",0.51107675
470A,FERNVALE LINK,2020-12,SENGKANG,4 ROOM,07 TO 09,93.0,Model A,2016,94 years 10 months,438000.0,470A FERNVALE LINK,"1.3965353500000002, 103.87952437645512",0.52290076
411A,FERNVALE RD,2020-12,SENGKANG,4 ROOM,04 TO 06,95.0,Premium Apartment,2012,91 years,425000.0,411A FERNVALE ROAD,"1.3905576499999999, 103.87686361562113",0.5802191
436C,FERNVALE RD,2020-12,SENGKANG,4 ROOM,04 TO 06,96.0,Model A,2010,88 years 04 months,402000.0,436C FERNVALE ROAD,"1.39233145, 103.87696169399543",0.5999744
436B,FERNVALE RD,2020-12,SENGKANG,4 ROOM,19 TO 21,96.0,Model A,2010,88 years 04 months,458000.0,436B FERNVALE ROAD,"1.39283015, 103.87686562982182",0.6166641
443A,FERNVALE RD,2020-12,SENGKANG,4 ROOM,19 TO 21,95.0,Model A,2012,91 years,460000.0,443A FERNVALE ROAD,"1.3912227000000001, 103.87432667056285",0.8348832
443A,FERNVALE RD,2020-12,SENGKANG,4 ROOM,04 TO 06,94.0,Model A,2012,91 years,440000.0,443A FERNVALE ROAD,"1.3912227000000001, 103.87432667056285",0.8348832
407A,FERNVALE RD,2020-12,SENGKANG,4 ROOM,07 TO 09,90.0,Premium Apartment,2005,83 years 02 months,450000.0,407A FERNVALE ROAD,"1.3884585, 103.8752595856565",0.71022534
443A,FERNVALE RD,2020-12,SENGKANG,4 ROOM,13 TO 15,94.0,Model A,2012,91 years,445000.0,443A FERNVALE ROAD,"1.3912227000000001, 103.87432667056285",0.8348832
406C,FERNVALE RD,2020-12,SENGKANG,4 ROOM,07 TO 09,91.0,Premium Apartment,2004,83 years,388000.0,406C FERNVALE ROAD,"1.3886303, 103.87469506854123",0.77012664
434B,FERNVALE RD,2020-12,SENGKANG,4 ROOM,10 TO 12,94.0,Premium Apartment,2013,91 years 06 months,445000.0,434B FERNVALE ROAD,"1.3946049, 103.87661418650087",0.66859555
441A,FERNVALE RD,2020-12,SENGKANG,4 ROOM,19 TO 21,94.0,Model A,2012,90 years 03 months,435000.0,441A FERNVALE ROAD,"1.3912104, 103.8753123966421",0.73658705
407A,FERNVALE RD,2020-12,SENGKANG,4 ROOM,07 TO 09,90.0,Premium Apartment,2005,83 years 02 months,385000.0,407A FERNVALE ROAD,"1.3884585, 103.8752595856565",0.71022534
409B,FERNVALE RD,2020-12,SENGKANG,4 ROOM,13 TO 15,95.0,Premium Apartment,2004,83 years 01 month,390000.0,409B FERNVALE ROAD,"1.38945465, 103.87711298900876",0.5407222
411A,FERNVALE RD,2020-12,SENGKANG,4 ROOM,25 TO 27,96.0,Premium Apartment,2012,90 years 11 months,460000.0,411A FERNVALE ROAD,"1.3905576499999999, 103.87686361562113",0.5802191
434B,FERNVALE RD,2020-12,SENGKANG,4 ROOM,04 TO 06,94.0,Premium Apartment,2013,91 years 06 months,416000.0,434B FERNVALE ROAD,"1.3946049, 103.87661418650087",0.66859555
445A,FERNVALE RD,2020-12,SENGKANG,4 ROOM,07 TO 09,94.0,Model A,2012,90 years 11 months,432000.0,445A FERNVALE ROAD,"1.3922286, 103.8742255322274",0.856539
153,RIVERVALE CRES,2020-12,SENGKANG,4 ROOM,13 TO 15,91.0,Model A,2005,84 years 01 month,400000.0,153 RIVERVALE CRESCENT,"1.3914469500000002, 103.90680911699718",2.875482
185B,RIVERVALE CRES,2020-12,SENGKANG,4 ROOM,01 TO 03,91.0,Model A2,2000,79 years 01 month,370000.0,185B RIVERVALE CRESCENT,"1.3929461, 103.90699473099329",2.9011486
164C,RIVERVALE CRES,2020-12,SENGKANG,4 ROOM,07 TO 09,93.0,Model A,2017,95 years 06 months,440000.0,164C RIVERVALE CRESCENT,"1.38982215, 103.90773669021854",2.9729958
158D,RIVERVALE CRES,2020-12,SENGKANG,4 ROOM,13 TO 15,90.0,Premium Apartment,2003,81 years 10 months,380000.0,158D RIVERVALE CRESCENT,"1.3884919999999998, 103.9072383105478",2.9143062
164A,RIVERVALE CRES,2020-12,SENGKANG,4 ROOM,01 TO 03,93.0,Model A,2017,95 years 06 months,400000.0,164A RIVERVALE CRESCENT,"1.39005585, 103.90752842913287",2.9506333
164B,RIVERVALE CRES,2020-12,SENGKANG,4 ROOM,04 TO 06,93.0,Model A,2017,95 years 05 months,428888.0,164B RIVERVALE CRESCENT,"1.3896689, 103.90720810494145",2.9141152
164A,RIVERVALE CRES,2020-12,SENGKANG,4 ROOM,07 TO 09,93.0,Model A,2017,95 years 05 months,455000.0,164A RIVERVALE CRESCENT,"1.39005585, 103.90752842913287",2.9506333
164C,RIVERVALE CRES,2020-12,SENGKANG,4 ROOM,16 TO 18,93.0,Model A,2017,95 years 06 months,470000.0,164C RIVERVALE CRESCENT,"1.38982215, 103.90773669021854",2.9729958
130,RIVERVALE ST,2020-12,SENGKANG,4 ROOM,10 TO 12,100.0,Model A,1999,77 years 04 months,385000.0,130 RIVERVALE STREET,"1.3894629, 103.90266673775635",2.4118528
271B,SENGKANG CTRL,2020-12,SENGKANG,4 ROOM,10 TO 12,93.0,Premium Apartment,2010,88 years 06 months,570000.0,271B SENGKANG CENTRAL,"1.3855037499999998, 103.89454759162194",1.5029324
271B,SENGKANG CTRL,2020-12,SENGKANG,4 ROOM,07 TO 09,93.0,Premium Apartment,2010,88 years 06 months,528000.0,271B SENGKANG CENTRAL,"1.3855037499999998, 103.89454759162194",1.5029324
282C,SENGKANG EAST AVE,2020-12,SENGKANG,4 ROOM,10 TO 12,92.0,Premium Apartment,2015,93 years 09 months,602000.0,282C SENGKANG EAST AVENUE,"1.38511875, 103.89247005",1.2727169
280B,SENGKANG EAST AVE,2020-12,SENGKANG,4 ROOM,04 TO 06,92.0,Premium Apartment,2015,93 years 08 months,575000.0,280B SENGKANG EAST AVENUE,"1.3861512, 103.89192827583332",1.2176906
323A,SENGKANG EAST WAY,2020-12,SENGKANG,4 ROOM,10 TO 12,90.0,Model A,2003,81 years 03 months,429500.0,323A SENGKANG EAST WAY,"1.3928512, 103.89312820867131",1.388858
439C,SENGKANG WEST AVE,2020-12,SENGKANG,4 ROOM,25 TO 27,94.0,Model A,2011,89 years 02 months,446000.0,439C SENGKANG WEST AVENUE,"1.39218675, 103.87861135",0.46900952
451B,SENGKANG WEST WAY,2020-12,SENGKANG,4 ROOM,16 TO 18,92.0,Model A,2015,93 years 06 months,448888.0,451B SENGKANG WEST WAY,"1.3943971, 103.8745027257213",0.85672593
452A,SENGKANG WEST WAY,2020-12,SENGKANG,4 ROOM,16 TO 18,92.0,Model A,2015,93 years 06 months,460000.0,452A SENGKANG WEST WAY,"1.39362905, 103.87441127168779",0.8554313
469B,SENGKANG WEST WAY,2020-12,SENGKANG,4 ROOM,01 TO 03,93.0,Model A,2016,94 years 09 months,400000.0,469B SENGKANG WEST WAY,"1.3958818, 103.87754923661993",0.6197587
432B,SENGKANG WEST WAY,2020-12,SENGKANG,4 ROOM,04 TO 06,93.0,Model A,2014,92 years 11 months,392000.0,432B SENGKANG WEST WAY,"1.39398555, 103.87733928501484",0.5983354
433A,SENGKANG WEST WAY,2020-12,SENGKANG,4 ROOM,22 TO 24,93.0,Model A,2014,92 years 11 months,462000.0,433A SENGKANG WEST WAY,"1.3948505, 103.8775896766819",0.5960209
469B,SENGKANG WEST WAY,2020-12,SENGKANG,4 ROOM,25 TO 27,93.0,Model A,2016,94 years 09 months,450000.0,469B SENGKANG WEST WAY,"1.3958818, 103.87754923661993",0.6197587
336B,ANCHORVALE CRES,2020-12,SENGKANG,5 ROOM,07 TO 09,111.0,Premium Apartment,2015,94 years 01 month,590000.0,336B ANCHORVALE CRESCENT,"1.3976346, 103.88918100652174",1.0337439
336B,ANCHORVALE CRES,2020-12,SENGKANG,5 ROOM,01 TO 03,111.0,Premium Apartment,2015,94 years 01 month,565000.0,336B ANCHORVALE CRESCENT,"1.3976346, 103.88918100652174",1.0337439
336B,ANCHORVALE CRES,2020-12,SENGKANG,5 ROOM,04 TO 06,112.0,Premium Apartment,2015,94 years,530000.0,336B ANCHORVALE CRESCENT,"1.3976346, 103.88918100652174",1.0337439
335A,ANCHORVALE CRES,2020-12,SENGKANG,5 ROOM,01 TO 03,111.0,Premium Apartment,2015,94 years,520000.0,335A ANCHORVALE CRESCENT,"1.3984716000000001, 103.88896958012867",1.02514
321C,ANCHORVALE DR,2020-12,SENGKANG,5 ROOM,07 TO 09,110.0,Improved,2002,80 years 10 months,568000.0,321C ANCHORVALE DRIVE,"1.3905712499999998, 103.89150220394413",1.1982447
301C,ANCHORVALE DR,2020-12,SENGKANG,5 ROOM,10 TO 12,111.0,Improved,2001,79 years 10 months,484000.0,301C ANCHORVALE DRIVE,"1.3888440499999999, 103.89094740056692",1.1265292
322B,ANCHORVALE DR,2020-12,SENGKANG,5 ROOM,04 TO 06,110.0,Improved,2002,80 years 04 months,444000.0,322B ANCHORVALE DRIVE,"1.39144685, 103.89194251497432",1.2517941
311A,ANCHORVALE LANE,2020-12,SENGKANG,5 ROOM,16 TO 18,112.0,Premium Apartment,2002,80 years 10 months,400000.0,311A ANCHORVALE LANE,"1.39095825, 103.88422291133222",0.48367354
312A,ANCHORVALE LANE,2020-12,SENGKANG,5 ROOM,10 TO 12,113.0,Premium Apartment,2002,81 years,428000.0,312A ANCHORVALE LANE,"1.39170235, 103.8852732399148",0.58433074
306A,ANCHORVALE LINK,2020-12,SENGKANG,5 ROOM,13 TO 15,110.0,Improved,2002,80 years 05 months,458001.0,306A ANCHORVALE LINK,"1.3901365, 103.88906224120112",0.93650895
333B,ANCHORVALE LINK,2020-12,SENGKANG,5 ROOM,07 TO 09,112.0,Improved,2015,93 years 07 months,580000.0,333B ANCHORVALE LINK,"1.3945576499999999, 103.89142027138857",1.223441
318B,ANCHORVALE LINK,2020-12,SENGKANG,5 ROOM,04 TO 06,110.0,Premium Apartment,2003,81 years 07 months,445000.0,318B ANCHORVALE LINK,"1.3939865, 103.8892811",0.99840885
332C,ANCHORVALE LINK,2020-12,SENGKANG,5 ROOM,04 TO 06,112.0,Improved,2015,93 years 07 months,577000.0,332C ANCHORVALE LINK,"1.39508115, 103.89194217364641",1.2826539
332C,ANCHORVALE LINK,2020-12,SENGKANG,5 ROOM,10 TO 12,112.0,Improved,2015,93 years 07 months,590000.0,332C ANCHORVALE LINK,"1.39508115, 103.89194217364641",1.2826539
332B,ANCHORVALE LINK,2020-12,SENGKANG,5 ROOM,10 TO 12,112.0,Improved,2015,93 years 07 months,582500.0,332B ANCHORVALE LINK,"1.39519145, 103.89156771410649",1.2448466
333B,ANCHORVALE LINK,2020-12,SENGKANG,5 ROOM,04 TO 06,112.0,Improved,2015,93 years 06 months,581000.0,333B ANCHORVALE LINK,"1.3945576499999999, 103.89142027138857",1.223441
333C,ANCHORVALE LINK,2020-12,SENGKANG,5 ROOM,10 TO 12,112.0,Improved,2015,93 years 07 months,635000.0,333C ANCHORVALE LINK,"1.3944727000000001, 103.89182931708257",1.2652315
318B,ANCHORVALE LINK,2020-12,SENGKANG,5 ROOM,13 TO 15,110.0,Premium Apartment,2003,81 years 06 months,500000.0,318B ANCHORVALE LINK,"1.3939865, 103.8892811",0.99840885
313B,ANCHORVALE RD,2020-12,SENGKANG,5 ROOM,01 TO 03,110.0,Premium Apartment,2003,81 years 09 months,410000.0,313B ANCHORVALE ROAD,"1.39138825, 103.88828928121526",0.8692818
313A,ANCHORVALE RD,2020-12,SENGKANG,5 ROOM,16 TO 18,110.0,Premium Apartment,2003,81 years 09 months,495000.0,313A ANCHORVALE ROAD,"1.3916766, 103.88766402219576",0.8096634
317A,ANCHORVALE RD,2020-12,SENGKANG,5 ROOM,13 TO 15,110.0,Premium Apartment,2003,81 years 07 months,475000.0,317A ANCHORVALE ROAD,"1.39401135, 103.88797725434733",0.86956286
326C,ANCHORVALE RD,2020-12,SENGKANG,5 ROOM,07 TO 09,112.0,Premium Apartment,2015,93 years 05 months,598000.0,326C ANCHORVALE ROAD,"1.3957604, 103.8882269",0.91694605
313C,ANCHORVALE RD,2020-12,SENGKANG,5 ROOM,07 TO 09,110.0,Premium Apartment,2003,81 years 06 months,470000.0,313C ANCHORVALE ROAD,"1.39183495, 103.88798828899083",0.8439089
308B,ANCHORVALE RD,2020-12,SENGKANG,5 ROOM,10 TO 12,110.0,Improved,2001,80 years,442500.0,308B ANCHORVALE ROAD,"1.38996425, 103.88653019608122",0.67661536
330B,ANCHORVALE ST,2020-12,SENGKANG,5 ROOM,04 TO 06,112.0,Improved,2015,93 years 08 months,545000.0,330B ANCHORVALE STREET,"1.3966234, 103.8902314",1.1241021
293B,COMPASSVALE CRES,2020-12,SENGKANG,5 ROOM,13 TO 15,113.0,Improved,2016,95 years,620000.0,293B COMPASSVALE CRESCENT,"1.39690085, 103.8962975841642",1.7574747
293B,COMPASSVALE CRES,2020-12,SENGKANG,5 ROOM,04 TO 06,113.0,Improved,2016,95 years,593333.0,293B COMPASSVALE CRESCENT,"1.39690085, 103.8962975841642",1.7574747
296C,COMPASSVALE CRES,2020-12,SENGKANG,5 ROOM,04 TO 06,110.0,Improved,2002,80 years 03 months,372000.0,296C COMPASSVALE CRESCENT,"1.39747185, 103.89963192978277",2.1191792
295C,COMPASSVALE CRES,2020-12,SENGKANG,5 ROOM,10 TO 12,110.0,Improved,2002,80 years 04 months,415000.0,295C COMPASSVALE CRESCENT,"1.39733995, 103.89998269682573",2.156191
293B,COMPASSVALE CRES,2020-12,SENGKANG,5 ROOM,04 TO 06,113.0,Improved,2016,95 years,580000.0,293B COMPASSVALE CRESCENT,"1.39690085, 103.8962975841642",1.7574747
294A,COMPASSVALE CRES,2020-12,SENGKANG,5 ROOM,13 TO 15,113.0,Improved,2016,95 years,620000.0,294A COMPASSVALE CRESCENT,"1.3960702, 103.89576448685301",1.69434
293D,COMPASSVALE CRES,2020-12,SENGKANG,5 ROOM,07 TO 09,113.0,Improved,2016,95 years,601000.0,293D COMPASSVALE CRESCENT,"1.3967033500000001, 103.8953448547714",1.6546121
293D,COMPASSVALE CRES,2020-12,SENGKANG,5 ROOM,10 TO 12,113.0,Improved,2016,95 years,640000.0,293D COMPASSVALE CRESCENT,"1.3967033500000001, 103.8953448547714",1.6546121
294A,COMPASSVALE CRES,2020-12,SENGKANG,5 ROOM,10 TO 12,113.0,Improved,2016,94 years 11 months,606000.0,294A COMPASSVALE CRESCENT,"1.3960702, 103.89576448685301",1.69434
295A,COMPASSVALE CRES,2020-12,SENGKANG,5 ROOM,10 TO 12,110.0,Improved,2002,80 years 02 months,415000.0,295A COMPASSVALE CRESCENT,"1.39815025, 103.89956513219553",2.1164742
212B,COMPASSVALE DR,2020-12,SENGKANG,5 ROOM,07 TO 09,118.0,Premium Apartment,2012,90 years 11 months,548000.0,212B COMPASSVALE DRIVE,"1.3863026999999999, 103.90052654666718",2.1658437
207C,COMPASSVALE LANE,2020-12,SENGKANG,5 ROOM,01 TO 03,110.0,Improved,2005,83 years 03 months,420000.0,207C COMPASSVALE LANE,"1.38465735, 103.89808147852862",1.8909938
207B,COMPASSVALE LANE,2020-12,SENGKANG,5 ROOM,01 TO 03,110.0,Improved,2005,83 years 03 months,440000.0,207B COMPASSVALE LANE,"1.3849776999999999, 103.89824912974683",1.9103559
262A,COMPASSVALE ST,2020-12,SENGKANG,5 ROOM,04 TO 06,110.0,Improved,2001,79 years 05 months,428000.0,262A COMPASSVALE STREET,"1.39539905, 103.89517206130046",1.6260859
234,COMPASSVALE WALK,2020-12,SENGKANG,5 ROOM,13 TO 15,121.0,Improved,1999,77 years 07 months,490000.0,234 COMPASSVALE WALK,"1.39065055, 103.90028133243455",2.1536431
232,COMPASSVALE WALK,2020-12,SENGKANG,5 ROOM,13 TO 15,123.0,Improved,1999,77 years 08 months,500000.0,232 COMPASSVALE WALK,"1.3904025, 103.9013531",2.2704887
236,COMPASSVALE WALK,2020-12,SENGKANG,5 ROOM,01 TO 03,123.0,Improved,1999,77 years 07 months,445000.0,236 COMPASSVALE WALK,"1.39053855, 103.8993125620171",2.0468051
223D,COMPASSVALE WALK,2020-12,SENGKANG,5 ROOM,07 TO 09,122.0,Improved,1999,77 years 05 months,518000.0,223D COMPASSVALE WALK,"1.3890925, 103.8973851470889",1.829065
415B,FERNVALE LINK,2020-12,SENGKANG,5 ROOM,16 TO 18,113.0,Improved,2016,94 years 02 months,580000.0,415B FERNVALE LINK,"1.3888403999999999, 103.8801156376457",0.30770084
415A,FERNVALE LINK,2020-12,SENGKANG,5 ROOM,01 TO 03,113.0,Improved,2016,94 years 03 months,550000.0,415A FERNVALE LINK,"1.3889914, 103.87973030584415",0.3296397
430A,FERNVALE LINK,2020-12,SENGKANG,5 ROOM,16 TO 18,112.0,Improved,2015,93 years 06 months,545000.0,430A FERNVALE LINK,"1.3938736999999999, 103.87852543728043",0.51107675
415A,FERNVALE LINK,2020-12,SENGKANG,5 ROOM,16 TO 18,113.0,Improved,2016,94 years 02 months,650000.0,415A FERNVALE LINK,"1.3889914, 103.87973030584415",0.3296397
416A,FERNVALE LINK,2020-12,SENGKANG,5 ROOM,19 TO 21,113.0,Improved,2016,94 years 02 months,628000.0,416A FERNVALE LINK,"1.3905714, 103.87994445000001",0.35764247
440A,FERNVALE LINK,2020-12,SENGKANG,5 ROOM,07 TO 09,113.0,Improved,2015,93 years 08 months,515000.0,440A FERNVALE LINK,"1.3932738, 103.87848966634715",0.5003567
416B,FERNVALE LINK,2020-12,SENGKANG,5 ROOM,19 TO 21,113.0,Improved,2016,94 years 01 month,638888.0,416B FERNVALE LINK,"1.3905124, 103.880485274432",0.33822674
440B,FERNVALE LINK,2020-12,SENGKANG,5 ROOM,04 TO 06,113.0,Improved,2015,93 years 07 months,525000.0,440B FERNVALE LINK,"1.39338965, 103.87819436651608",0.52282417
415B,FERNVALE LINK,2020-12,SENGKANG,5 ROOM,16 TO 18,113.0,Improved,2016,94 years 01 month,580000.0,415B FERNVALE LINK,"1.3888403999999999, 103.8801156376457",0.30770084
415B,FERNVALE LINK,2020-12,SENGKANG,5 ROOM,01 TO 03,113.0,Improved,2016,94 years 01 month,518000.0,415B FERNVALE LINK,"1.3888403999999999, 103.8801156376457",0.30770084
434B,FERNVALE RD,2020-12,SENGKANG,5 ROOM,13 TO 15,113.0,Premium Apartment,2013,91 years 07 months,555000.0,434B FERNVALE ROAD,"1.3946049, 103.87661418650087",0.66859555
409B,FERNVALE RD,2020-12,SENGKANG,5 ROOM,19 TO 21,115.0,Premium Apartment,2004,83 years 01 month,485000.0,409B FERNVALE ROAD,"1.38945465, 103.87711298900876",0.5407222
408A,FERNVALE RD,2020-12,SENGKANG,5 ROOM,10 TO 12,115.0,Premium Apartment,2004,83 years 01 month,462000.0,408A FERNVALE ROAD,"1.38875475, 103.87621417748628",0.61734545
408C,FERNVALE RD,2020-12,SENGKANG,5 ROOM,25 TO 27,115.0,Premium Apartment,2005,83 years 02 months,488000.0,408C FERNVALE ROAD,"1.3892589499999999, 103.87649858994004",0.5960015
472A,FERNVALE ST,2020-12,SENGKANG,5 ROOM,19 TO 21,113.0,Improved,2016,94 years 10 months,570000.0,472A FERNVALE STREET,"1.3974106499999999, 103.88134762712414",0.51462734
157D,RIVERVALE CRES,2020-12,SENGKANG,5 ROOM,04 TO 06,111.0,Premium Apartment,2003,81 years 11 months,418000.0,157D RIVERVALE CRESCENT,"1.3881353, 103.90774946355306",2.9700215
158A,RIVERVALE CRES,2020-12,SENGKANG,5 ROOM,16 TO 18,111.0,Premium Apartment,2003,82 years,436000.0,158A RIVERVALE CRESCENT,"1.3887586, 103.90687463983151",2.8747458
164C,RIVERVALE CRES,2020-12,SENGKANG,5 ROOM,16 TO 18,113.0,Improved,2017,95 years 06 months,565000.0,164C RIVERVALE CRESCENT,"1.38982215, 103.90773669021854",2.9729958
164A,RIVERVALE CRES,2020-12,SENGKANG,5 ROOM,04 TO 06,113.0,Improved,2017,95 years 06 months,528000.0,164A RIVERVALE CRESCENT,"1.39005585, 103.90752842913287",2.9506333
142,RIVERVALE CRES,2020-12,SENGKANG,5 ROOM,16 TO 18,122.0,Improved,1999,77 years 11 months,470000.0,142 RIVERVALE CRESCENT,"1.390259, 103.90489870375413",2.6607647
164A,RIVERVALE CRES,2020-12,SENGKANG,5 ROOM,13 TO 15,113.0,Improved,2017,95 years 06 months,555000.0,164A RIVERVALE CRESCENT,"1.39005585, 103.90752842913287",2.9506333
157D,RIVERVALE CRES,2020-12,SENGKANG,5 ROOM,13 TO 15,110.0,Premium Apartment,2003,81 years 10 months,438000.0,157D RIVERVALE CRESCENT,"1.3881353, 103.90774946355306",2.9700215
157D,RIVERVALE CRES,2020-12,SENGKANG,5 ROOM,16 TO 18,110.0,Premium Apartment,2003,81 years 10 months,460000.0,157D RIVERVALE CRESCENT,"1.3881353, 103.90774946355306",2.9700215
190A,RIVERVALE DR,2020-12,SENGKANG,5 ROOM,13 TO 15,115.0,Improved,2000,78 years 06 months,458000.0,190A RIVERVALE DRIVE,"1.3950646500000001, 103.90310552640176",2.483086
123,RIVERVALE DR,2020-12,SENGKANG,5 ROOM,01 TO 03,115.0,Improved,1999,77 years 10 months,416000.0,123 RIVERVALE DRIVE,"1.3865903, 103.90321952144694",2.4646459
123A,RIVERVALE DR,2020-12,SENGKANG,5 ROOM,01 TO 03,115.0,Improved,1999,77 years 10 months,410888.0,123A RIVERVALE DRIVE,"1.38612055, 103.90303148178711",2.4426992
190B,RIVERVALE DR,2020-12,SENGKANG,5 ROOM,13 TO 15,115.0,Improved,2000,78 years 06 months,440000.0,190B RIVERVALE DRIVE,"1.3942802, 103.90212688801185",2.3722699
120B,RIVERVALE DR,2020-12,SENGKANG,5 ROOM,13 TO 15,121.0,Premium Apartment,2001,79 years 03 months,542888.0,120B RIVERVALE DRIVE,"1.38579775, 103.90445957278709",2.600236
133,RIVERVALE ST,2020-12,SENGKANG,5 ROOM,16 TO 18,122.0,Improved,1999,77 years 02 months,490000.0,133 RIVERVALE STREET,"1.3887979000000001, 103.9034429560785",2.495421
325C,SENGKANG EAST WAY,2020-12,SENGKANG,5 ROOM,01 TO 03,110.0,Improved,2003,81 years 04 months,435000.0,325C SENGKANG EAST WAY,"1.3931795999999999, 103.89153984810187",1.2233093
260C,SENGKANG EAST WAY,2020-12,SENGKANG,5 ROOM,04 TO 06,110.0,Improved,2001,79 years 02 months,518888.0,260C SENGKANG EAST WAY,"1.3940869999999999, 103.8953854692526",1.6394182
261A,SENGKANG EAST WAY,2020-12,SENGKANG,5 ROOM,10 TO 12,110.0,Improved,2000,78 years 11 months,520000.0,261A SENGKANG EAST WAY,"1.3941034, 103.89456020869537",1.5511009
122,SENGKANG EAST WAY,2020-12,SENGKANG,5 ROOM,13 TO 15,110.0,Improved,2000,78 years 09 months,435000.0,122 SENGKANG EAST WAY,"1.38668105, 103.90687199326692",2.8695111
469B,SENGKANG WEST WAY,2020-12,SENGKANG,5 ROOM,22 TO 24,113.0,Improved,2016,94 years 09 months,578000.0,469B SENGKANG WEST WAY,"1.3958818, 103.87754923661993",0.6197587
452A,SENGKANG WEST WAY,2020-12,SENGKANG,5 ROOM,04 TO 06,111.0,Improved,2015,93 years 06 months,500000.0,452A SENGKANG WEST WAY,"1.39362905, 103.87441127168779",0.8554313
469A,SENGKANG WEST WAY,2020-12,SENGKANG,5 ROOM,10 TO 12,113.0,Improved,2016,94 years 09 months,520000.0,469A SENGKANG WEST WAY,"1.3960081500000001, 103.87798694432337",0.59222513
469A,SENGKANG WEST WAY,2020-12,SENGKANG,5 ROOM,19 TO 21,113.0,Improved,2016,94 years 09 months,568000.0,469A SENGKANG WEST WAY,"1.3960081500000001, 103.87798694432337",0.59222513
469C,SENGKANG WEST WAY,2020-12,SENGKANG,5 ROOM,01 TO 03,113.0,Improved,2016,94 years 09 months,512888.0,469C SENGKANG WEST WAY,"1.3963961, 103.87770712841984",0.61930287
433B,SENGKANG WEST WAY,2020-12,SENGKANG,5 ROOM,10 TO 12,113.0,Improved,2014,92 years 11 months,548000.0,433B SENGKANG WEST WAY,"1.3939352999999999, 103.87755209425765",0.5808577
452B,SENGKANG WEST WAY,2020-12,SENGKANG,5 ROOM,13 TO 15,111.0,Improved,2015,93 years 06 months,565000.0,452B SENGKANG WEST WAY,"1.3936838, 103.87401545920076",0.8948953
469C,SENGKANG WEST WAY,2020-12,SENGKANG,5 ROOM,07 TO 09,113.0,Improved,2016,94 years 08 months,533000.0,469C SENGKANG WEST WAY,"1.3963961, 103.87770712841984",0.61930287
306B,ANCHORVALE LINK,2020-12,SENGKANG,EXECUTIVE,07 TO 09,125.0,Apartment,2001,80 years 01 month,580000.0,306B ANCHORVALE LINK,"1.38964895, 103.88853634055405",0.87713975
